myeloid elf-1-like factor	Gene@2000
mef	Gene@2000
sp1	Gene@6667
er beta	Gene@2100
n-acetyltransferase 2	Gene@10
nat2	Gene@10
hmlh1	Gene@4292
hmsh2	Gene@4436
hmlh2	Gene@5378
cytokeratin 7	Gene@3855
kit(cd117	Gene@3815
cd34	Gene@947
evi1	Gene@2122
mel1	Gene@63976
g-csf	Gene@1440
mds1/evi1-like gene 1	Gene@63976
gal4	Gene@3960
granulocyte colony-stimulating factor	Gene@1440
interleukin-3	Gene@16187
il-3	Gene@3562
p10	Gene@6281
gata-1	Gene@2623
ly6g6d	Gene@58530
megt1	Gene@58530
interleukin 6	Gene@3569
il-6	Gene@3569
tnf alpha	Gene@7124
thiopurine methyltransferase	Gene@7172
tpmt	Gene@7172
hormone receptor	Gene@3164
fms-like tyrosine kinase 3	Gene@2322
stat5	Gene@6776
hepatocyte growth factor	Gene@15234
hai-1	Gene@6692
hepatocyte growth factor activator inhibitor-1	Gene@6692
hgf	Gene@15234
c-met	Gene@4233
hgfa	Gene@54426
plasmin	Gene@5340
xrcc3	Gene@7517
srd5a2	Gene@6716
glutathione s-transferase m1	Gene@2944
glutathione s-transferase	Gene@373156
gst	Gene@373156
gstm1	Gene@2944
gstt1	Gene@2952
gstp1	Gene@2950
yrft1	Gene@852261
hsec61a1	Gene@29927
hlig1	Gene@3978
hssrp1	Gene@6749
hppp1ca	Gene@5499
hppp1cc	Gene@5501
tert	Gene@7015
telomerase reverse transcriptase	Gene@7015
ptc, 1/3	Gene@5727;8031
prkar1a	Gene@5573
cytidine deaminase	Gene@978
cda	Gene@978
vav1	Gene@7409
gdp/gtp nucleotide exchange factor	Gene@9181
gef	Gene@9181
vav	Gene@22324
tak1	Gene@6885
ikk2	Gene@3551
scf	Gene@4254
ikk1 and 2	Gene@1147;3551
nemo	Gene@16151
ikba	Gene@4792
lyn	Gene@4067
myd88	Gene@4615
il-33	Gene@90865
ar	Gene@367
abcb1	Gene@5243
abcc5	Gene@10057
interleukin 2	Gene@3558
braf(v600e	Gene@673
abcg1	Gene@9619
abcc1	Gene@4363
abcc2	Gene@1244
abcg2	Gene@9429
slco1b1	Gene@10599
ugt1a1	Gene@54658
ugt1	Gene@54658
alk	Gene@238
ros1	Gene@6098
erk	Gene@5594
ahnak	Gene@79026
col11a1	Gene@1301
ddx3x	Gene@1654
fat4	Gene@79633
stag2	Gene@10735
syne1	Gene@23345
rhoa	Gene@387
kallikrein-related peptidase 14	Gene@43847
klk14	Gene@43847
tissue kallikrein	Gene@3816
ighv	Gene@28402
cd38	Gene@952
mll	Gene@4297
af4	Gene@4299
af9	Gene@4300
ogt	Gene@8473
akt	Gene@11651
akt1	Gene@207
akt1(e17k	Gene@207
fgfr3	Gene@2261
receptor tyrosine kinase	Gene@5979
rtk	Gene@5979
nf1	Gene@4763
anaplastic lymphoma kinase	Gene@238
helq	Gene@113510
rad51	Gene@5888
rad51c	Gene@5889
rad51d	Gene@5892
rad51b	Gene@5890
xrcc2	Gene@7516
kcnj5	Gene@3762
atp1a1	Gene@476
atp2b3	Gene@492
cacna1d	Gene@776
aldosterone synthase	Gene@1585
kcnj5 p	Gene@3762
npm1	Gene@4869
multiple endocrine neoplasia, type 1	Gene@4221
men1	Gene@4221
htert	Gene@7015
stk15	Gene@6790
gadd34	Gene@23645
myd116	Gene@17872
growth arrest and dna damage-inducible	Gene@291005
peg-3	Gene@103691034
n-ras	Gene@4893
k-ras	Gene@3845
extracellular signal-regulated kinase	Gene@5594
p70	Gene@309
ddb2	Gene@1643
p48	Gene@10379
xp-e	Gene@1643
p33	Gene@3621
ing1	Gene@3621
p15	Gene@1030
p16	Gene@1029
beta-actin	Gene@728378
mdm-2	Gene@4193
caveolin-1	Gene@857
vegf	Gene@7422
von-hippel-lindau-tumor-suppressor-gene	Gene@7428
vhl	Gene@7428
succinate dehydrogenase d	Gene@6392
sdhd	Gene@6392
ornithine decarboxylase	Gene@18263
mad1	Gene@8379
odc	Gene@18263
rac1	Gene@5879
src	Gene@20779
tiam1	Gene@21844
vav2	Gene@7410
proto-oncogene c-src	Gene@6714
ink4a/arf	Gene@1029
ink4	Gene@1029
prb	Gene@5925
ink4a	Gene@1029
p14	Gene@1029
p19(arf))	Gene@12581
testican 2	Gene@9806
testican 3	Gene@50859
mt1-mmp	Gene@17387
mt3-mmp	Gene@4325
semaphorin 3b	Gene@7869
sema3b	Gene@7869
atm	Gene@472
atpase	Gene@1769
nup98	Gene@4928
nucleoporin 98	Gene@4928
rap1gds1	Gene@5910
add3	Gene@120
interleukin-6	Gene@3569
interleukin (il)-6	Gene@3569
il6	Gene@3569
fra16c	Gene@2462
parvg	Gene@64098
p12	Gene@56655
cd5	Gene@921
cd19	Gene@930
cd23	Gene@2208
cd25	Gene@3559
p13	Gene@440926
del(7q	Gene@100820631
cd33	Gene@945
cd7	Gene@924
af10	Gene@8028
igh	Gene@3492
mafb	Gene@9935
neurofibromatosis 1	Gene@4763
nf2	Gene@4771
ube3a	Gene@7337
pml	Gene@5371
krit1	Gene@889
krev-1/rap1 interaction trapped 1	Gene@889;5906
egfrm nsclc	Gene@1956
lc3a	Gene@84557
lc3b	Gene@81631
becn1	Gene@8678
scd1	Gene@6319
dpyd	Gene@1806
t^{1762	Gene@1071401
alpha-fetoprotein	Gene@174
afp	Gene@174
mdm2	Gene@4193
irf4	Gene@3662
interferon regulatory factor 4	Gene@3662
crbn	Gene@51185
erap1	Gene@51752
aminopeptidase	Gene@10404
kir	Gene@3806
hla-c	Gene@3107
kir2ds5	Gene@3810
kir2dl2	Gene@3803
poly adp ribose polymerase	Gene@142
tp53bp1	Gene@7158
traf1	Gene@7185
spats2l	Gene@26010
lrp6	Gene@4040
mir-1269a	Gene@100302177
nr5a2	Gene@2494
klhl29	Gene@114818
nuclear receptor subfamily 5, group a, member 2	Gene@2494
xrcc1	Gene@7515
poly(adp-ribose) polymerase	Gene@142
methylenetetrahydrofolate reductase	Gene@4524
mthfr	Gene@4524
mc1r	Gene@4157
her2	Gene@2064
top2a	Gene@7153
lis1	Gene@5048
notch1	Gene@4851
neurofibromatosis-1	Gene@4763
cd117	Gene@3815
progranulin	Gene@2896
pgrn	Gene@2896
tdp-43	Gene@23435
cathepsin d	Gene@1509
cathepsin b	Gene@1508
sortilin	Gene@6272
cation-independent mannose 6-phosphate receptor	Gene@3482
ctsd	Gene@1509
granulocyte colony-stimulating factor receptor	Gene@1441
g-csfr	Gene@1441
neutrophil elastase	Gene@1991
csf3r	Gene@12986
elane	Gene@1991
ne	Gene@1991
bcl-xl	Gene@598
spop	Gene@8405
sirt2	Gene@22933
mg132	Gene@875581
bcl9l	Gene@283149
caspase-2	Gene@835
bid	Gene@637
prcc	Gene@5546
collagen type i alpha 1	Gene@1277
col1a1	Gene@1277
integrin alpha 11	Gene@319480
itga11	Gene@22801
collagen type iv alpha 1	Gene@12826
col4a1	Gene@1282
collagen type iv alpha 2	Gene@12827
col4a2	Gene@1284
collagen type iv alpha 5	Gene@12830
col4a5	Gene@1287
collagen type iv alpha 6	Gene@94216
col4a6	Gene@1288
eqtl	Gene@67753
palladin	Gene@23022
palld	Gene@23022
cadherin related family member 3	Gene@68764
cdhr3	Gene@68764
ctc1	Gene@80169
hoxb13	Gene@10481
hoxa13	Gene@3209
microsomal epoxide hydrolase	Gene@2052
meh	Gene@13849
ctnnb1	Gene@1499
b-catenin	Gene@1499
plk1	Gene@5347
polo-like kinase 1	Gene@5347
bend5	Gene@79656
ppp1cb-alk	Gene@5500;238
bcas1	Gene@8537
tmem106b	Gene@54664
pax3	Gene@5077
gli2	Gene@2736
ntrk1	Gene@4914
mll3	Gene@58508
prss1	Gene@5644
ppar	Gene@5465
ngfr	Gene@4804
ecm	Gene@22915
fak	Gene@5747
neurofibromin 1	Gene@4763
neurofibromin	Gene@4763
ctgf	Gene@1490
il-8	Gene@3576
mek1/2	Gene@5604;5605
erk1/2	Gene@5595;5594
dkk1	Gene@22943
ccnd1	Gene@595
cxcl8	Gene@3576
cd271	Gene@4804
hoxa5	Gene@3202
igf1r	Gene@3480
myc	Gene@17869
neu	Gene@2064
tgf-beta	Gene@7040
tgf-beta type ii receptor	Gene@7048
grb2	Gene@2885
shc	Gene@20416
bcr-abl	Gene@25
platelet-derived growth factor receptor alpha	Gene@18595
pdgfralpha	Gene@5156
rhe-pdgfralpha	Gene@5156
cdk4	Gene@1019
cyclin d1	Gene@595
vimentin	Gene@7431
hnk-1	Gene@27087
hba-71	Gene@4267
fli-1	Gene@2313
s-100	Gene@6271
p27	Gene@10534
c-erb-b2	Gene@2064
ped	Gene@4948
angiopoietin 2	Gene@285
vascular endothelial growth factor	Gene@7422
ang1	Gene@11600
ang2	Gene@285
muc2	Gene@4583
hmsh6	Gene@2956
muc1	Gene@4582
neurofibromatosis type 1	Gene@4763
icsbp	Gene@3394
irf-8	Gene@3394
o6-methylguanine-dna methyltransferase	Gene@4255
mgmt	Gene@4255
vitamin d receptor	Gene@7421
vdr	Gene@7421
telomerase catalytic subunit	Gene@7015
multiple endocrine neoplasia type 1	Gene@17283
aag	Gene@4350
ugt1a7	Gene@54577
ugt1a	Gene@7361
transforming growth factor-beta	Gene@7040
kallikrein-2	Gene@3817
klk2	Gene@3817
hk2	Gene@58164
prostate-specific antigen	Gene@354
immunoglobulin heavy-chain	Gene@3495
pten modulates insulin-like growth factor ii (igf-ii	Gene@3481
igf-ii	Gene@3481
hbx	Gene@944566
caspase 8	Gene@12370
cflip	Gene@8837
msh6	Gene@2956
beta-catenin	Gene@1499
thyrotropin receptor	Gene@25360
thyroid stimulating hormone receptor	Gene@7253
tshr	Gene@7253
wrn	Gene@7486
recq4	Gene@9401
cd13	Gene@290
interleukin-7	Gene@3574
il-7) receptor+ and c-kit	Gene@3815
stem cell factor	Gene@4254
mycn	Gene@4613
scya7	Gene@6354
monocyte chemotactic protein-3	Gene@6354
cd1a	Gene@909
cd83	Gene@9308
cd80	Gene@12519
cd86	Gene@942
cox	Gene@1351
bcl-2	Gene@596
bcl-6	Gene@604
wt1	Gene@7490
egr1	Gene@1958
rassf1a	Gene@11186
cdkn2a	Gene@1029
metastatic lymph node 64	Gene@10948
mln64	Gene@10948
erbb-2	Gene@2064
darpp32	Gene@84152
telethonin	Gene@8557
flt3/itd	Gene@2322
cd36	Gene@948
cd11b	Gene@3684
flt-3	Gene@2322
lad 1 and 2	Gene@3898
fcepsilonri	Gene@2205
fcgammari	Gene@2209
cd4	Gene@920
cxcr4	Gene@7852
cd184	Gene@7852
ccr5	Gene@1234
cd195	Gene@1234
chymase	Gene@1215
beta-hexosaminidase	Gene@10724
cpt-11	Gene@963084
mlh3	Gene@27030
pms2	Gene@5395
p14-arf	Gene@1029
tp73	Gene@7161
stk11	Gene@6794
e-cadherin	Gene@999
e-cd	Gene@999
beta- and gamma-catenin	Gene@1499
myeloperoxidase	Gene@4353
mpo	Gene@4353
myh9	Gene@17886
npm	Gene@4869
tpm3	Gene@7170
tpm4	Gene@7171
tfg	Gene@10342
atic	Gene@471
cltc	Gene@1213
alo17	Gene@57674
rmd1	Gene@6022
etv6	Gene@2120
garp	Gene@1258
pygm	Gene@5837
fgf3	Gene@2248
arix	Gene@401
hpcx	Gene@9566
fmr1	Gene@2332
st7	Gene@7982
ray1	Gene@7982
helg	Gene@7982
nbs	Gene@4683
nbs1	Gene@4683
dutpase	Gene@34529
ser11	Gene@3190203
ephx	Gene@2052
cin	Gene@57026
socs	Gene@1154
asb-8	Gene@140461
asb	Gene@411
p(66)	Gene@10714
bcl2	Gene@596
cd10	Gene@4311
bcl6	Gene@604
t-cell factor-4	Gene@6934
tcf-4	Gene@6934
mmp7	Gene@4316
bax	Gene@581
caspase-3	Gene@836
mtap	Gene@4507
ppm1d	Gene@8493
appbp2	Gene@10513
ews	Gene@2130
rassf1	Gene@11186
tnm	Gene@10178
cyp19	Gene@1588
blu	Gene@51364
zf9	Gene@1316
transforming growth factor beta 1	Gene@7040
tgf-beta 1	Gene@21803
tgf-beta 2	Gene@7042
th1	Gene@51497
low-density lipoprotein receptor-related protein 1	Gene@4035
lrp1	Gene@4035
hchk2	Gene@11200
pacap	Gene@116
mrp4	Gene@10257
heat shock protein (hsp70	Gene@3308
mrp1	Gene@4363
sclc1	Gene@7864
dlc-1	Gene@10395
hmga2	Gene@8091
hmgic	Gene@8091
hmsh3	Gene@4437
orf26	Gene@440829
rara	Gene@5914
dek	Gene@7913
cbfbeta	Gene@865
myh11	Gene@4629
bcr3 pml-rara	Gene@5914
glutathione s-transferase p1	Gene@2950
gc b	Gene@4882
il-15	Gene@3600
interferon-gamma	Gene@3458
ifn-gamma	Gene@15978
cd45	Gene@5788
fihp	Gene@79577
dapk	Gene@1612
elac2	Gene@60528
hpc2	Gene@60528
ribonuclease l	Gene@6041
rnasel	Gene@6041
hpc1	Gene@6804
macrophage scavenger receptor 1	Gene@4481
msr1	Gene@4481
cd40	Gene@958
cd99	Gene@4267
mic2	Gene@4267
ph1	Gene@189
hras	Gene@3265
maspin	Gene@5268
desmocollin 3	Gene@1825
dsc3	Gene@1825
survivin	Gene@11799
caspase 9	Gene@842
p73	Gene@7161
prb2	Gene@653247
p130	Gene@5934
p105	Gene@4790
mdr-1	Gene@5243
p-glycoprotein	Gene@5243
e2f1	Gene@1869
p300	Gene@2033
e2f4	Gene@1874
hdac1	Gene@3065
h-ras	Gene@3265
ret	Gene@5979
rfp	Gene@5987
pfge	Gene@25870
dcc	Gene@1630
"deleted in colorectal carcinoma"	Gene@1630
foxj2	Gene@55810
fasl	Gene@356
cd95l	Gene@356
cd95	Gene@355
her-2	Gene@2064
p190	Gene@8506
cd14	Gene@929
p11	Gene@6281
hfe	Gene@3077
prostate-specific antigen (psa)	Gene@354
psa	Gene@354
paraoxonase 1	Gene@5444
pon1	Gene@5444
cyclin-dependent kinase inhibitor 2a	Gene@1029
p38	Gene@1432
cyp11b2	Gene@1585
renin	Gene@5972
angiotensin ii	Gene@183
hmlh(1)	Gene@4292
hmsh(2)	Gene@4436
hmsh(2	Gene@4436
abl	Gene@25
sdhc	Gene@6391
all-1	Gene@100310785
ki-ras	Gene@3845
furin	Gene@5045
pc5	Gene@18552
pc7	Gene@18554
vegf-c	Gene@7424
pace4	Gene@18553
alpha2-macroglobulin	Gene@2
lmp1	Gene@9260
janus kinase 3	Gene@3718
pc3	Gene@5122
caveolin-2	Gene@858
gdf10	Gene@2662
bmp3b	Gene@2662
glypican-3	Gene@387365
adenylyl cyclase types iii and vi	Gene@109
tsh receptor	Gene@7253
gsp	Gene@2778
ac iii	Gene@109
insulin-like growth factor ii	Gene@3481
igf-i receptor	Gene@3480
igf-ir	Gene@3480
igf-ii) and receptor	Gene@3481
ace	Gene@1636
angiotensin-i converting enzyme	Gene@1636
abo	Gene@28
abo blood group	Gene@28
p22	Gene@11261
hif-1	Gene@3091
von hippel-lindau tumor suppressor	Gene@7428
von hippel-lindau	Gene@7428
hypoxia-inducible factor 1alpha	Gene@3091
hif-1alpha	Gene@3091
bcr/abl	Gene@25;613
transforming growth factor beta receptor type i	Gene@7046
tgfbetari	Gene@7046
waf1	Gene@1026
cytochrome b	Gene@4519
b-raf	Gene@673
p42	Gene@105278
raf-1	Gene@5894
enl	Gene@4298
chk1	Gene@1111
chk2	Gene@11200
platelet-derived growth factor receptor	Gene@5159
pdgfr	Gene@5159
core binding factor	Gene@10153
cbf	Gene@10153
fas ligand	Gene@356
fas-fas ligand	Gene@356
hccs1	Gene@400410
tga	Gene@6899
aigf	Gene@2253
fgf-8	Gene@2253
er-alpha	Gene@2099
hogg1	Gene@4968
rhodopsin	Gene@6010
pu.1	Gene@6688
stat6	Gene@6778
signal transducer and activator of transcription 6	Gene@6778
il-4	Gene@16189
pab1801	Gene@1496187
her-2/neu	Gene@2064
estrogen receptor	Gene@2099
er	Gene@2099
aryl hydrocarbon receptor repressor	Gene@57491
ahrr	Gene@57491
ahr nuclear translocator	Gene@405
arnt	Gene@405
aryl hydrocarbon receptor	Gene@196
ahr	Gene@196
cytochrome p-4501a1	Gene@1543
lim kinase 1	Gene@3984
limk1	Gene@3984
mbd1	Gene@4152
mbd2	Gene@8932
cgbp	Gene@30827
ptprj	Gene@5795
protein tyrosine phosphatase receptor type j	Gene@19271
scc1	Gene@19271
erbb3	Gene@2065
erbb4	Gene@2066
erbb-2/3/4	Gene@2064;2065;2066
peroxisome proliferator-activated receptor gamma	Gene@5468
ppargamma	Gene@5468
pax8	Gene@7849
runx3	Gene@864
p27kip1	Gene@12576
cyclin a	Gene@890
dax-1	Gene@190
nr0b1	Gene@190
5-ht3b	Gene@9177
ccm2	Gene@83605
ccm1	Gene@889
ccm3	Gene@11235
bcl11a	Gene@14025
malt1	Gene@10892
apc	Gene@324
cu,zn-superoxide dismutase	Gene@6647
sod	Gene@6647
cu-zn superoxide dismutase	Gene@6647
superoxide dismutase	Gene@6647
cd105	Gene@13805
c-fms	Gene@1436
smo	Gene@6608
keratin 5	Gene@3852
d1 and d2	Gene@25802;1734
tsc1	Gene@7248
tsc2	Gene@7249
hamartin	Gene@7248
tuberin	Gene@7249
nf-l	Gene@4747
pam	Gene@5066
runx2	Gene@860
bmp4	Gene@652
gnas1	Gene@2778
shh	Gene@20423
ptch	Gene@5727
cytochrome p4501a1	Gene@1543
mn1	Gene@4330
mdd2	Gene@431709
class ii beta-tubulin isotype	Gene@347733
map4	Gene@4134
fhit	Gene@2272
axin	Gene@8312
cacna2d2	Gene@9254
sema3f	Gene@6405
dlec1	Gene@9940
golga4	Gene@2803
aprg1	Gene@339883
itga9	Gene@3680
hya22	Gene@10217
vill	Gene@50853
sash1	Gene@23328
vegf receptor-2	Gene@3791
vegfr2	Gene@3791
vegfr	Gene@3791
her2/neu	Gene@2064
bak	Gene@578
ifna	Gene@3438
fra3b	Gene@2272
hpms1	Gene@5378
hpms2	Gene@5395
mip-1alpha	Gene@6348
moz	Gene@7994
aml-1	Gene@861
cbfa2	Gene@861
macrophage inflammatory protein-1alpha	Gene@6348
seta	Gene@84357
ruk	Gene@84357
aip1	Gene@9863
focal adhesion kinase	Gene@14083
proline rich tyrosine kinase 2	Gene@50646
pyk-2	Gene@50646
c-cbl	Gene@12402
osteopontin	Gene@6696
nuclear factor kappab	Gene@4790
urokinase type plasminogen activator	Gene@5328
opn	Gene@6696
nfkappab	Gene@4790
ikappabalpha	Gene@4792
upa	Gene@5328
p110	Gene@100616443
retinoid x receptor	Gene@6256
glycogen synthase kinase 3beta	Gene@2932
gsk3 beta	Gene@2932
siah-1	Gene@6477
rxr	Gene@6256
rxr alpha	Gene@6256
nad(p)h: quinone oxidoreductase 1	Gene@1728
nqo1	Gene@1728
cyp1b1	Gene@1545
estrogen receptor alpha	Gene@2099
eralpha	Gene@2099
tgfbeta-2	Gene@7042
skp2	Gene@6502
hce1	Gene@1066
hce2	Gene@8824
cyp3a4	Gene@1576
cyp3a5	Gene@1577
uridino-glucuronosil transferase isoform 1a1	Gene@54658
multi-resistance protein isoform 2	Gene@1244
mrp2	Gene@1244
mdr1	Gene@5243
uteroglobin	Gene@100009053
cc10	Gene@22287
cc10/ug	Gene@7356
cd43	Gene@6693
tcr	Gene@6962
rb2	Gene@5934
p107	Gene@5933
rb/p105	Gene@4790
mlh-1	Gene@4292
tfe3	Gene@7030
aspl	Gene@79058
asps	Gene@79058
hcc. 8p	Gene@64927
icam-1	Gene@3383
intercellular cell adhesion molecule-1	Gene@3383
el-4	Gene@111979
cd8	Gene@925
waf1/cip1	Gene@1026
tcf	Gene@43769
mvm/h-1	Gene@3009
ns1	Gene@10625
cytochrome p450 (cyp) 1a1	Gene@1543
cyp17	Gene@1586
psti	Gene@6690
her 2	Gene@2064
her 2/neu	Gene@2064
nag-1	Gene@23886
nonsteroidal anti-inflammatory drug-activated gene 1	Gene@9518
rel	Gene@5966
rela	Gene@5970
p65	Gene@5970
ikkbeta	Gene@16150
ikkalpha	Gene@1147
egf-r	Gene@1956
dlg	Gene@32083
scribble	Gene@44448
lgl	Gene@43791
discs large	Gene@32083
scrib	Gene@23513
lethal giant larvae	Gene@33156
cdp	Gene@1523
ccaat displacement protein	Gene@1523
prcc-tfe3	Gene@5546;7030
her-2/ neu	Gene@2064
her-2/neu protein overexpression and 2+ and 3	Gene@2064
bcr	Gene@110279
pax5	Gene@5079
ets variant gene 6	Gene@2120
tel	Gene@2120
cd15	Gene@2526
ski	Gene@6497
snon	Gene@6498
smad	Gene@107055136
smad2	Gene@4087
smad3	Gene@4088
smad4	Gene@17128
factor v leiden	Gene@2153
thymidylate synthase	Gene@7298
caspases-8 and -9	Gene@841;842
caspase-8	Gene@841
trail	Gene@8743
apo-2l	Gene@8743
tumor necrosis factor related apoptosis inducing ligand	Gene@8743
tumor necrosis factor	Gene@7124
tnf	Gene@7124
rh30	Gene@6007
fadd	Gene@8772
caspase-8-and bid	Gene@841
slp-65	Gene@17060
blnk	Gene@29760
bash	Gene@17060
rack1	Gene@10399
pi-3k	Gene@5290
her3	Gene@2065
phosphoinoside-3 kinase	Gene@5293
apaf1	Gene@11783
ser15	Gene@3190208
farnesoid x receptor	Gene@9971
bradykinin	Gene@3827
fxr	Gene@9971
ir-1	Gene@11188
rxralpha	Gene@20181
fumarase	Gene@2271
interleukin-8	Gene@3576
hpg	Gene@14714
amh	Gene@268
cd2	Gene@914
cd30	Gene@943
fab	Gene@2187
immunoglobulin heavy chain	Gene@3495
aml 1	Gene@861
af5q31	Gene@27125
beta-2-microglobulin	Gene@567
b2m	Gene@567
memo1	Gene@51072
tumor-suppressor	Gene@7248
abl1	Gene@25
tumor-suppressor gene	Gene@57045
tsg	Gene@57045
bcr-abl chimeric product, platelet-derived growth factor receptor, and kit	Gene@3815
glutathione s-transferase ( gst) m1	Gene@2944
gstp1-1	Gene@2950
cytochrome p450 2e1	Gene@1571
aldehyde dehydrogenase 2	Gene@217
aldh2	Gene@217
p16ink4	Gene@1029
tsp1	Gene@7057
thrombospondin-1	Gene@7057
edg4	Gene@9170
edg7	Gene@23566
oncoprotein mdm2	Gene@4193
thyroid hormone receptor beta	Gene@7068
thrb	Gene@7068
progesterone receptor	Gene@5241
pr	Gene@5241
epidermal growth factor receptor-2	Gene@2064
med12	Gene@9968
pi3k	Gene@5293
rhpn2	Gene@85415
insulin-like growth factor binding protein-3	Gene@3486
igfbp-3	Gene@3486
ercc2	Gene@2068
insulin receptor substrate 1	Gene@3667
ghrelin	Gene@51738
ghrl	Gene@51738
resistin	Gene@56729
retn	Gene@56729
irs1	Gene@3667
pd-l1	Gene@29126
pd-1	Gene@5133
waza-ari	Gene@25820
mdm4	Gene@4194
men2a	Gene@5979
mlc1	Gene@23209
mlc	Gene@23209
tnfsf4	Gene@7292
cd274	Gene@29126
cd154	Gene@959
cd28	Gene@940
dqb1	Gene@3119
knstrn	Gene@90417
d40	Gene@57082
knl-1	Gene@57082
eml4	Gene@27436
pax-8	Gene@7849
ttf-1	Gene@7270
sox-10	Gene@481258
irf6	Gene@3664
dyrk1b	Gene@9149
erk2	Gene@5594
mody3	Gene@6927
interleukin-16	Gene@3603
interleukin (il)-16	Gene@3603
il-16	Gene@3603
ercc1	Gene@2067
mir-146a	Gene@406938
mir-196a-2	Gene@406973
il1a	Gene@3552
mir-122	Gene@406906
mir-378	Gene@494327
zbp-89	Gene@7707
hepatocellular carcinoma (hcc)	Gene@619501
hcc	Gene@619501
beta1,6glcnac	Gene@146712
tbp	Gene@6908
sca17	Gene@6314
tata-box binding protein	Gene@6908
fvl	Gene@2153
multiple endocrine neoplasia type 2b	Gene@5979
p120	Gene@1500
brcai	Gene@672
ca125	Gene@94025
dqa1	Gene@3117
drb1	Gene@3123
dra	Gene@1811
p160	Gene@10514
grip1	Gene@23426
p38mapk	Gene@26416
metastasis-associated protein	Gene@284348
s100a4	Gene@6275
myosin	Gene@79784
arp3	Gene@10096
multiple endocrine neoplasia (men) 2a or 2b	Gene@5979
men2b	Gene@5979
snt	Gene@10818
frs2	Gene@10818
pi3-k	Gene@5293
jnk	Gene@5599
erk5	Gene@5598
bcr and abl	Gene@613;25
ems1	Gene@2017
c-src	Gene@6714
cortactin	Gene@2017
mbp	Gene@4155
rps6kb1	Gene@6198
tbx2	Gene@6909
trem2	Gene@54209
flip	Gene@8837
apoptin	Gene@1494446
melanocortin-1 receptor	Gene@4157
bey2	Gene@4948
oca2	Gene@4948
nnos	Gene@4842
cu,zn superoxide dismutase	Gene@6647
neuronal nitric oxide synthase	Gene@4842
cu,zn sod	Gene@6647
caga	Gene@6279
brca-1	Gene@672
brca-1/2	Gene@672;675
brca-2	Gene@675
