mental retardation	Disease@D008607
haematological disorders	Disease@D030342
compassionate use program	Disease@D019966
cup	Disease@D009369
endometrial cancer	Disease@D016889
endometrioid adenocarcinoma	Disease@D018269
myometrial invasion	Disease@D009362
metastatic disease	Disease@D009362
childhood burkitt lymphoma	Disease@D002051
lung adenocarcinomas	Disease@C538231
asian lung adenocarcinomas	Disease@C538231
adenocarcinomas	Disease@D000230
thyroid cancer	Disease@D013964
tc	Disease@D009369
follicular thyroid cancer	Disease@D013964
carney complex	Disease@D056733
endometrial carcinomas	Disease@D016889
endometrial carcinoma	Disease@D016889
multifactorial disease	Disease@D004194
flame retardants	Disease@D008607
neuroblastoma	Disease@D009447
pancreatic, lung and breast cancers	Disease@D001943
b-cell chronic lymphocytic leukemia	Disease@D015451
giant cell arteritis	Disease@D013700
occult temporal arteritis	Disease@D013700
marginal zone lymphoma	Disease@D018442
gca	Disease@D013274
vasculitis	Disease@D014657
bleeding	Disease@D006470
polymyalgia	Disease@D011111
lymphoma	Disease@D008223
triple negative breast cancer	Disease@D001943
relapse-free survival	Disease@D012008
rfs	Disease@D011475
adverse reactions	Disease@D064420
all	Disease@D054198
oncological disorders	Disease@D030342
adrs	Disease@D064420
neurologic, hepatic, and renal toxicities	Disease@D056486
primary meningeal pleomorphic xanthoastrocytoma	Disease@D008228
primary meningeal gliomas	Disease@D005910
meningeal pleomorphic xanthoastrocytoma	Disease@D008228
meningioma	Disease@D008579
pleomorphic xanthoastrocytoma	Disease@D008228
meningeal glioma	Disease@D005910
colorectal cancers	Disease@D015179
neutropenia	Disease@D009503
diarrhea	Disease@D003967
basal-cell carcinoma	Disease@D002280
non-clear cell renal cell carcinoma	Disease@D002292
non-clear cell renal cell carcinomas	Disease@D002292
rccs	Disease@D002292
rcc	Disease@D002292
hairy-cell leukemia	Disease@D007943
arthralgia	Disease@D018771
arthritis	Disease@D001168
secondary cutaneous tumors	Disease@D009369
refractory hairy-cell leukemia	Disease@D007943
myeloma	Disease@D009101
chronic illness	Disease@D002908
richter syndrome	Disease@C537025
gestational choriocarcinoma	Disease@D031954
necrotic choriocarcinoma	Disease@D009336
choriocarcinoma	Disease@D002822
myeloid neoplasms	Disease@D009369
myelodysplasia	Disease@D009190
myeloid neoplasm	Disease@D009369
waldenstr  m macroglobulinemia	Disease@D008258
wm	Disease@D008258
ebv	Disease@D020031
poorly differentiated clusters	Disease@D020522
pdc	Disease@D002292
hematological malignancies	Disease@D019337
non-leukemic blood donors	Disease@D006402
immunodeficient	Disease@D007153
pancreatic pseudocyst	Disease@D010192
non-small cell lung cancers	Disease@D002289
pancreatic cyst	Disease@D010181
renal cysts	Disease@D007674
familial breast or ovarian cancer	Disease@D061325
glioma	Disease@D005910
including glioma	Disease@D005910
adenoma	Disease@D000236
primary aldosteronism	Disease@D006929
hypertension	Disease@D006973
remodeling	Disease@D020257
isolated familial somatotropinomas	Disease@D049912
somatotropinomas	Disease@D049912
gh-secreting pituitary adenomas	Disease@D049912
ifs	Disease@D049912
rare disorder	Disease@D035583
sporadic somatotropinomas	Disease@D049912
corpus callosum	Disease@D061085
subependymal cysts	Disease@D010181
ventriculomegaly	Disease@D006849
anogenital lesions	Disease@D001927
infections	Disease@D007239
dysplastic lesions	Disease@D001927
preneoplastic cervical lesions	Disease@D011230
cervical dysplasia	Disease@D002575
papilloma	Disease@D010212
preneoplasia to invasive carcinomas	Disease@D002277
liver cancers	Disease@D008113
liver carcinogenesis	Disease@D008107
hepatocellular carcinomas	Disease@D006528
aneuploidy	Disease@D000782
testicular germ cell tumors	Disease@C563236
seminomas	Disease@D018239
teratomas	Disease@D013724
carcinoma in situ	Disease@D002278
cis	Disease@D002278
spermatocytic seminomas	Disease@C563236
seminoma	Disease@D018239
aneuploid seminomas	Disease@D000782
infantile yolk sac tumor	Disease@D018240
centrosome abnormalities	Disease@D018376
myeloma tumor	Disease@D009369
autosomal recessive disease	Disease@D030342
stomach cancer	Disease@D013274
atypical hyperplasia	Disease@D006965
laryngeal squamous cell carcinoma	Disease@D002294
lscc	Disease@D002294
epithelioid hemangioendothelioma	Disease@D018323
vascular tumors	Disease@D009369
dysplastic	Disease@D004416
squamous intraepithelial lesions	Disease@D065310
sil	Disease@D065310
sil/cervical carcinoma	Disease@D002294
adrenocortical tumours	Disease@D009369
act	Disease@D009369
virilising adrenal tumour	Disease@D009369
congenital adrenal hyperplasia	Disease@D000312
adrenal tumour	Disease@D009369
adrenal tumours	Disease@D009369
hereditary paraganglioma type 1	Disease@D030342
hereditary paraganglioma	Disease@D010235
hypoxic	Disease@D000860
paragangliomas	Disease@D010235
multiple tumors	Disease@D009369
pheochromocytomas	Disease@D010673
triploidy	Disease@D057885
spontaneous abortions	Disease@D000022
deaths	Disease@D003643
intrauterine growth retardation	Disease@D005317
macrocephaly	Disease@D058627
renal defects	Disease@D007674
hydatidiform mole	Disease@D006828
adenomatous polyposis coli	Disease@D011125
colorectal neoplasia	Disease@D015179
colon cancer	Disease@D003110
mds	Disease@D009190
clonal disorders	Disease@D007945
acute myelogenous leukemias	Disease@D015470
malignancy or other disorder	Disease@D009369
genetic lesions	Disease@D030342
chromosomal abnormalities	Disease@D002869
bone marrow failure	Disease@C536572
arf	Disease@D058186
mammary tumors	Disease@D009369
mammary tumor	Disease@D009369
breast tumor	Disease@D001943
ovarian carcinomas	Disease@D010051
astrocytic tumors	Disease@D009369
glioma invasion	Disease@D009362
nsclcs	Disease@D002289
primary tumors	Disease@D009369
familial breast and ovarian cancer	Disease@D061325
hereditary breast and ovarian cancer	Disease@D061325
hboc	Disease@D061325
ataxia telangiectasia	Disease@D001260
nonpolyposis colorectal cancer	Disease@D003123
colon adenocarcinoma	Disease@D003110
t-cell acute lymphoblastic leukemia	Disease@D054218
myeloid neoplasias	Disease@D009369
t-all	Disease@D054198
acute biphenotypic leukemia	Disease@D015456
liver cancer	Disease@D008113
embryonic carcinoma	Disease@D002277
early tumor	Disease@D009369
residual tumor	Disease@D018365
initiation of melanocytic neoplasia	Disease@D009369
dysplastic nevi	Disease@D004416
breast carcinoma	Disease@D001943
lymphoid malignancies	Disease@D008223
colorectal and breast cancer	Disease@D001943
cancer-related death	Disease@D009369
b-cell lymphoma	Disease@D016393
abnormality	Disease@D018376
burkitt lymphoma	Disease@D002051
indolent lymphoproliferative disorders	Disease@D008232
abdominal pain	Disease@D015746
splenomegaly	Disease@D013163
lymphoproliferative disorder	Disease@D008232
benign cystic teratoma	Disease@D013724
dermoid cyst	Disease@D003884
ovarian neoplasms	Disease@D010051
ovarian cysts	Disease@D010048
ovarian tumors	Disease@D010051
cytogenetic abnormality	Disease@D002869
biphenotypic	Disease@D015456
biphenotypic leukemia	Disease@D015456
clonal evolution	Disease@D007945
meningiomas	Disease@D008579
partial or complete monosomy 7p	Disease@C537818
dedifferentiated chondrosarcoma	Disease@D002813
malignant fibrous histiocytoma	Disease@D051677
mfh	Disease@D051677
chondrosarcoma	Disease@D002813
mfh tumor	Disease@D009369
structural chromosome aberrations	Disease@D002869
gain of chromosome 7	Disease@D015430
acute myelocytic leukemia	Disease@D015470
predominantly in aml m5a	Disease@D015470
plasma cell leukemia	Disease@D007952
pcl	Disease@D007952
scid	Disease@D053632
leukemic plasmacytosis	Disease@D007938
better survival in hepatocellular carcinomas	Disease@D006528
tetrasomy	Disease@D058670
malignant peripheral nerve sheath tumors	Disease@D009442
mpnst	Disease@D009442
gain of chromosome 8	Disease@D015430
ocular melanoma	Disease@D008545
chromosomal gain or loss	Disease@D015430
conjunctival melanoma	Disease@D008545
ocular melanomas	Disease@D008545
pairing	Disease@C537238
radiation-induced meningiomas	Disease@C536266
rim	Disease@C536266
chromosomal abnormality	Disease@D002869
myelocytic malignancies	Disease@D009369
bone marrow dysplasia	Disease@D001855
aml-m6	Disease@D015470
aml-m4	Disease@D015479
chronic myelomonocytic leukemia	Disease@D015477
cmmol	Disease@D015477
acute leukemia	Disease@D015470
myelodysplastic	Disease@D009190
cerebral cavernous malformation	Disease@D020786
familial cerebral cavernous malformation	Disease@C536610
ccm	Disease@D020786
vascular disorders	Disease@D014652
neurological deficits	Disease@D009461
hemorrhagic stroke	Disease@D020521
nonsmall cell lung cancer	Disease@D002289
proteins on hepatocellular carcinoma	Disease@D006528
drug toxicity	Disease@D064420
detection of hepatocellular carcinoma	Disease@D006528
allelic imbalance	Disease@D030342
ai	Disease@D030342
isolated tumor	Disease@D009369
colorectal carcinogenesis	Disease@D015179
kaposi's sarcoma	Disease@D012514
ks	Disease@D012514
lytic bone lesions	Disease@D001847
non-small cell lung carcinoma	Disease@D002289
malignant melanoma	Disease@D008545
primary tumor	Disease@D009369
ags	Disease@C535607
malignant and lethal cancers	Disease@D009369
malignant tumors	Disease@D009369
colon cancers	Disease@D003110
cancerous epithelia	Disease@D009369
polycystic ovary syndrome	Disease@D011085
multiple keratinocyte cancers	Disease@D009369
mkcs	Disease@D009369
basal cell carcinoma	Disease@D002280
cancer genome atlas	Disease@D009369
endometrioid carcinoma	Disease@D018269
ec	Disease@D016889
serous carcinoma	Disease@D002277
sc	Disease@D009369
carcinosarcoma	Disease@D002296
deadliest cancers	Disease@D009369
pancreatitis	Disease@D010190
diabetes	Disease@D003920
inherited syndrome associated with familiar cancer	Disease@D009386
familial gastrointestinal stromal tumors	Disease@D046152
lentigines	Disease@D007911
familial lentiginosis syndromes	Disease@D007911
hyperpigmentation	Disease@D017495
mastocytosis	Disease@D008415
dysphagia	Disease@D003680
gastrointestinal disease	Disease@D005767
cytogenetic abnormalities	Disease@D002869
trisomy 12	Disease@C538001
frontotemporal lobar degeneration	Disease@D057174
neuronal ceroid lipofuscinosis	Disease@D009472
neurodegenerative diseases	Disease@D019636
ftld	Disease@D057180
tdp	Disease@D057180
severe congenital neutropenia	Disease@C537592
scn	Disease@C537592
lung tumor	Disease@D008175
continuous disease	Disease@D004194
non small cell lung cancer	Disease@D002289
aneuploidy tolerance	Disease@D000782
chromosomal instability	Disease@D043171
cin	Disease@D018290
aneuploid tumors	Disease@D009369
metanephric adenoma	Disease@D000236
ma	Disease@D004408
wilms tumors	Disease@D009396
papillary renal cell carcinomas	Disease@D002292
renal tumors	Disease@D007680
papillary renal cell carcinoma	Disease@D002292
cerebroretinal microangiopathy with calcifications and cysts	Disease@D061205
crmcc	Disease@D061205
autosomal recessive genetic disease	Disease@D030342
disorders in multisystem organs	Disease@D004194
neurological disorders	Disease@D009422
leukoencephalopathy	Disease@D056784
intracranial calcifications	Disease@C537905
cardiovascular and respiratory systems	Disease@D002318
multiple system disorders	Disease@D000015
hemorrhages	Disease@D006470
hereditary prostate cancer	Disease@D011471
prostate cancers	Disease@D011471
pcs	Disease@D002291
papillary craniopharyngioma	Disease@D003397
craniopharyngiomas	Disease@D003397
papillary craniopharyngiomas	Disease@D003397
acp	Disease@D009369
molecular inversion profiling	Disease@D030342
mip	Disease@D030342
castration-resistant prostate cancer	Disease@D011471
crpc	Disease@D011471
xenograft prostate tumors	Disease@D011471
pediatric cancers	Disease@D009369
pediatric tumors	Disease@D009369
embryonal tumors	Disease@D009369
brain tumors	Disease@D001932
hematologic malignancies	Disease@D019337
gonadal tumors	Disease@D009369
astrocytoma	Disease@D001254
ganglioglioma	Disease@D018303
rhabdomyosarcoma	Disease@D012208
americans	Disease@D006478
as	Disease@D010855
caucasian americans	Disease@D006478
ca	Disease@D002869
testicular cancer	Disease@D009369
prostate tumours	Disease@D011471
localized prostate cancer	Disease@D011471
triple wild-type tumors	Disease@D009369
neurofibromatosis type i	Disease@D009456
genetic tumor syndrome	Disease@D030342
desmoplastic melanoma	Disease@D008545
australian melanoma	Disease@D008545
acral melanomas	Disease@D008545
cutaneous melanomas	Disease@C562393
acral/subungual melanomas	Disease@D008545
replication error phenotype	Disease@D053842
comprehensive cancer	Disease@D009369
ovarian serous cystadenocarcinoma	Disease@D010051
gastrointestinal cancer	Disease@D005770
gastric adenocarcinoma	Disease@D013274
meningitis carcinoma	Disease@D008577
testis	Disease@D013736
chronic myelogenous leukemia	Disease@D015464
hemophagocytic syndrome	Disease@D051359
acute lymphocytic leukemia	Disease@D054198
tumor lysis syndrome	Disease@D015275
lymphomas	Disease@D008223
b-cell lymphomas	Disease@D016393
colorectal adenocarcinomas	Disease@D015179
colorectal tumors	Disease@D015179
colorectal adenocarcinoma	Disease@D015179
msi-h tumors	Disease@D009369
transforming	Disease@D020518
idiopathic hypereosinophilic syndrome	Disease@D017681
hes	Disease@D017681
chronic myeloid leukemia	Disease@D015464
hypereosinophilia	Disease@D004802
chromosomal aberrations than primary tumors	Disease@D009369
chondrosarcomas	Disease@D002813
tumor of bone	Disease@D001859
plastic dishes	Disease@D010411
aggressive behavior of prostate cancer	Disease@D011471
prostatic carcinomas	Disease@D011471
prostatic adenocarcinoma	Disease@D011471
wt	Disease@D017827
necrosis	Disease@D009336
solid tumors	Disease@D009369
microvessel density	Disease@C538394
mvd	Disease@C538394
pancreatic mucinous noncystic	Disease@D002288
intraductal papillary mucinous carcinomas	Disease@D002291
extrapancreatic mucinous carcinomas	Disease@D065311
mucinous carcinomas	Disease@D065311
pancreas	Disease@D010190
papillary-mucinous carcinomas	Disease@D002291
ductal adenocarcinoma	Disease@D000230
pancreatic carcinomas	Disease@C562463
neurofibromatosis	Disease@D017253
dominant-negative	Disease@D064726
dn	Disease@D064726
escc	Disease@C562729
colorectal carcinoma	Disease@D015179
thyroid tumours	Disease@D009369
squamous cell lung cancer	Disease@D018307
squamous cell cancer	Disease@D018307
inherited defects	Disease@D030342
colorectal adenoma and carcinoma	Disease@C563365
barrett's esophagus	Disease@D001471
neoplasia	Disease@D009369
parathyroid glands	Disease@D010282
familial men1 syndrome	Disease@D018761
enteropancreatic lesion	Disease@D001927
only hyperparathyroidism	Disease@D006961
pituitary microadenoma	Disease@D010900
acute lymphoblastic leukaemia	Disease@D054198
b-lineage acute lymphoblastic leukaemia	Disease@D015456
pancreatic adenocarcinoma	Disease@D010190
pancreatic diseases	Disease@D010182
pancreatic carcinoma	Disease@C562463
alcoholic pancreatitis	Disease@D019512
hepatotoxicity	Disease@D056486
liver toxicity	Disease@D056486
drug-induced liver toxicity	Disease@D056486
liver damage	Disease@D008107
liver tumours	Disease@D008113
euploid tumors	Disease@D009369
genetic abnormalities	Disease@D030342
aml m4	Disease@D015470
nonhyperdiploid variant multiple myeloma	Disease@D009101
tetraploidy	Disease@D057891
myeloblastic leukemia	Disease@D015470
aml-m1	Disease@D015470
myelodysplastic syndromes	Disease@D009190
klippel-trenaunay syndrome	Disease@D007715
sturge-weber syndrome	Disease@D013341
complex neurocutaneous syndrome	Disease@D020752
congenital vascular malformations	Disease@D054079
abnormalities of brain	Disease@D001927
congenital vascular syndromes	Disease@D014652
vascular malformation	Disease@D054079
hepatoma	Disease@D006528
familial lymphoma	Disease@D008223
non-hodgkin lymphoma	Disease@D008228
type i carcinomas	Disease@D002277
type ii malignancies	Disease@D009369
thyroid adenomas	Disease@D013964
genetic abnormality	Disease@D030342
premature aging	Disease@D019588
defined genetic disorders	Disease@D030342
bloom's syndrome	Disease@D001816
werner's syndrome	Disease@D014898
rothmund-thomson syndrome	Disease@D011038
biphenotypic acute leukemia	Disease@D015456
bal	Disease@D015456
neuroblastoma tumor	Disease@D009369
chromosomal translocation breakpoints	Disease@D014178
cml	Disease@D015464
increased anti-leukemic immunological function	Disease@D007154
central nervous system lymphomas	Disease@D002493
primary central nervous system lymphoma	Disease@D016543
pcnsl	Disease@D002493
lymphomas of the testes	Disease@D008223
wilms' tumors	Disease@D009396
wilms' tumor	Disease@D009396
breast, kidney, prostate and thyroid carcinomas	Disease@D001943
pancreas cancer	Disease@D010190
neuroendocrine tumors	Disease@D009369
pancreatic adenocarcinomas	Disease@D010190
lymphoid leukemia	Disease@D008223
dupuytren's disease	Disease@D004387
dd	Disease@D004387
fibromatosis	Disease@D005350
palmar fascia	Disease@C537389
normal fascia	Disease@C537354
mixture model method	Disease@D004195
mmm	Disease@D004195
type i errors	Disease@D008661
fulminant hepatitis	Disease@D017114
minimal residual disease	Disease@D018365
mrd	Disease@D018365
adult aml	Disease@D015470
paediatric malignancies	Disease@D009369
organ toxicity	Disease@D064420
medulloblastoma	Disease@D008527
malignant brain tumor	Disease@D001932
breast and ovarian tumors	Disease@D061325
chronic myeloid disorders	Disease@D002908
systemic mast cell disease	Disease@D034721
cmd	Disease@D002908
activation loop	Disease@612348
al	Disease@D007938
smcd	Disease@D034721
chronic basophilic leukemia	Disease@D015471
myeloproliferative disorders	Disease@D009196
pituitary dysfunction	Disease@D010900
trilineage hyperplasia	Disease@D006965
eosinophilia	Disease@D004802
dysplastic megakaryocytic hyperplasia	Disease@D006965
endometrial hyperplasia	Disease@D004714
hereditary nonpolypoid colorectal cancer	Disease@D015179
breast	Disease@D001943
endometrial carcinogenesis	Disease@D016889
chromosome instability	Disease@D043171
carcinoma of the bladder	Disease@D001749
gilbert's syndrome	Disease@D005878
hyperbilirubinemia	Disease@D006932
primary lesion	Disease@D001927
capsule and multinodular lesions	Disease@D001927
colorectal tumor	Disease@D015179
homozygous deletion	Disease@C564710
hd	Disease@D006816
lung, ovarian and head and neck squamous cell carcinomas	Disease@D010051
ovarian or lung carcinomas	Disease@D010051
apc	Disease@D011125
infiltrating lobular breast carcinomas	Disease@D001943
ilcs	Disease@D018275
hepatoblastoma	Disease@D018197
cancer of the liver	Disease@D008113
intraepithelial neoplasias	Disease@D019048
cin ii-iii	Disease@D018290
condylomas	Disease@D062688
hpv-unrelated neoplasms	Disease@D009369
nb	Disease@D009447
neuroblastic tumors	Disease@D009369
copy tumors	Disease@D009369
anaplastic large cell lymphoma	Disease@D017728
lymphoid neoplasms	Disease@D008223
aberrations in lymphoid neoplasms	Disease@D008223
malignant lymphomas	Disease@D008223
malignant b-cell lymphomas	Disease@D016393
spectral color banding	Disease@D003117
acute monoblastic leukemia	Disease@D007948
acute leukemias	Disease@D015470
chromosomal aberrations	Disease@D002869
hibernoma	Disease@D008067
hibernomas	Disease@D008067
benign tumors	Disease@D009369
liposarcomas	Disease@D008080
prostate carcinoma	Disease@D011471
sporadic disease	Disease@D004194
sporadic prostate cancer	Disease@D011471
metastatic tumor	Disease@D009362
sporadic prostate cancers	Disease@D011471
adenoma to liver metastasis	Disease@D018248
advanced disease	Disease@D020178
cml blast crisis	Disease@D015464
blast crisis	Disease@D001752
